spawn_id,entry,name,subname,map_id,zone_id,area_id,position_x,position_y,position_z,orientation,spawntimesecs,wander_distance,spawn_movement_type,spawn_npcflag,spawn_unit_flags,spawn_dynamicflags,minlevel,maxlevel,faction_template_id,template_npcflag,rank,creature_type,creature_family,type_flags,template_movement_type,template_unit_flags,flags_extra,ai_name,script_name,path_id,template_spawn_count
138569,32820,Wild Turkey,,0,12,64,-9980,156.79,34.349,0.199,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138570,32820,Wild Turkey,,0,12,60,-9979,644.991,37.125,5.198,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138571,32820,Wild Turkey,,0,12,64,-9976,-24,35.04,2.754,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138572,32820,Wild Turkey,,0,12,64,-9975,-27,34.762,4.23,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138573,32820,Wild Turkey,,0,12,57,-9975,292.899,36.336,4.86,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138574,32820,Wild Turkey,,0,12,57,-9853.68,284.862,37.987,1.89787,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138575,32820,Wild Turkey,,0,12,63,-9962,307.319,36.992,0.284,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138577,32820,Wild Turkey,,0,12,797,-9960,-144,24.59,0.618,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138579,32820,Wild Turkey,,0,12,12,-9957,-1421,25.077,0.994,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138580,32820,Wild Turkey,,0,12,12,-9957,-1280,24.766,2.885,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138581,32820,Wild Turkey,,0,12,12,-9957,-274,26.367,3.351,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138582,32820,Wild Turkey,,0,12,797,-9957,-46,33.197,3.964,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138583,32820,Wild Turkey,,0,12,64,-9955,41.774,33.476,1.127,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138584,32820,Wild Turkey,,0,12,60,-9954,554.6,39.256,0.457,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138585,32820,Wild Turkey,,0,12,797,-9952,-133,25.452,3.594,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138586,32820,Wild Turkey,,0,12,64,-9952,-19,34.434,5.494,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138587,32820,Wild Turkey,,0,12,60,-9951,675.731,32.108,3.045,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138588,32820,Wild Turkey,,0,12,63,-9950,413.263,35.043,3.409,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138589,32820,Wild Turkey,,0,12,60,-9950,615.613,37.291,1.169,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138590,32820,Wild Turkey,,0,12,60,-9950,621.918,37.356,5.061,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138591,32820,Wild Turkey,,0,12,797,-9948,-55,32.847,5.109,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138592,32820,Wild Turkey,,0,12,64,-9948,-20,34.2,5.984,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138593,32820,Wild Turkey,,0,12,797,-9947,-44,33.23,1.308,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138594,32820,Wild Turkey,,0,12,64,-9946,129.134,33.365,0.596,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138595,32820,Wild Turkey,,0,12,60,-9946,604.266,38.356,1.857,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138596,32820,Wild Turkey,,0,12,797,-9958.61,-153.27,22.3896,5.7039,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138598,32820,Wild Turkey,,0,12,60,-9937,650.755,33.537,0.565,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138599,32820,Wild Turkey,,0,12,60,-9936,583.854,37.895,3.957,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138600,32820,Wild Turkey,,0,12,12,-9933,-1164,20.941,4.451,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138601,32820,Wild Turkey,,0,12,12,-9933,-1093,23.46,6.133,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138602,32820,Wild Turkey,,0,12,797,-9931,-45,30.883,5.497,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138603,32820,Wild Turkey,,0,12,12,-9929,-1157,22.215,3.421,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138604,32820,Wild Turkey,,0,12,12,-9929,-1098,24.09,2.897,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138605,32820,Wild Turkey,,0,12,12,-9928,-1452,27.62,1.308,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138606,32820,Wild Turkey,,0,12,797,-9925,-90,29.881,0.517,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138607,32820,Wild Turkey,,0,12,62,-9924,-979,20.854,2.209,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138608,32820,Wild Turkey,,0,12,64,-9924,38.387,32.595,3.142,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138609,32820,Wild Turkey,,0,12,12,-9923,-1477,24.17,2.616,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138610,32820,Wild Turkey,,0,12,64,-9923,79.156,32.697,3.526,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138611,32820,Wild Turkey,,0,12,12,-9921,-1244,25.03,2.628,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138612,32820,Wild Turkey,,0,12,12,-9920,-419,24.92,3.004,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138613,32820,Wild Turkey,,0,12,60,-9920,613.934,40.759,3.77,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138614,32820,Wild Turkey,,0,12,797,-9919,-64,30.693,1.277,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138615,32820,Wild Turkey,,0,12,62,-9918,-839,20.029,1.622,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138616,32820,Wild Turkey,,0,12,64,-9918,42.296,32.719,2.63,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138617,32820,Wild Turkey,,0,12,63,-9918,415.128,35.311,0,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138618,32820,Wild Turkey,,0,12,60,-9917,599.298,39.564,0,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138620,32820,Wild Turkey,,0,12,62,-9914,-1056,25.676,4.699,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138621,32820,Wild Turkey,,0,12,62,-9914,-911,23.237,2.325,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138622,32820,Wild Turkey,,0,12,60,-9913,646.473,36.822,4.221,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138623,32820,Wild Turkey,,0,12,12,-9911,-377,31.405,5.939,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138624,32820,Wild Turkey,,0,12,63,-9911,456.769,34.47,2.141,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138625,32820,Wild Turkey,,0,12,62,-9910,-894,23.534,0.697,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138626,32820,Wild Turkey,,0,12,12,-9908,-1489,26.38,5.963,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138627,32820,Wild Turkey,,0,12,12,-9907,-331,33.75,3.793,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138628,32820,Wild Turkey,,0,12,797,-9906,-56,29.896,0.191,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138629,32820,Wild Turkey,,0,12,64,-9902,81.655,32.322,5.607,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138630,32820,Wild Turkey,,0,12,12,-9901,-1281,32.436,4.133,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138631,32820,Wild Turkey,,0,12,12,-9901,-303,34.373,0.437,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138632,32820,Wild Turkey,,0,12,62,-9896,-1061,28.464,5.99,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138633,32820,Wild Turkey,,0,12,63,-9896,329.928,36.451,1.921,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138634,32820,Wild Turkey,,0,12,12,-9895,-1281,33.821,4.304,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138635,32820,Wild Turkey,,0,12,798,-9892,-1359,34.463,6.268,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138636,32820,Wild Turkey,,0,12,12,-9892,-296,34.618,3.511,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138637,32820,Wild Turkey,,0,12,12,-9891,-291,34.098,3.514,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138638,32820,Wild Turkey,,0,12,12,-9890,-1332,32.508,3.66,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138639,32820,Wild Turkey,,0,12,63,-9890,338.467,36.649,2.758,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138640,32820,Wild Turkey,,0,12,57,-9770.83,279.166,43.1248,0.1198,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138641,32820,Wild Turkey,,0,12,57,-9833.96,188.524,22.577,5.79556,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138642,32820,Wild Turkey,,0,12,62,-9887,-749,22.768,1.657,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138643,32820,Wild Turkey,,0,12,12,-9884,-299,34.827,2.17,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138644,32820,Wild Turkey,,0,12,12,-9883,-1496,29.322,2.166,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138645,32820,Wild Turkey,,0,12,62,-9883,-1017,29.945,0.262,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138646,32820,Wild Turkey,,0,12,12,-9882,-446,30.028,3.263,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138647,32820,Wild Turkey,,0,12,60,-9882,685.787,34.208,0.54,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138648,32820,Wild Turkey,,0,12,63,-9881,322.619,37.824,3.142,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138649,32820,Wild Turkey,,0,12,62,-9879,-816,28.519,1.704,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138650,32820,Wild Turkey,,0,12,12,-9878,-309,36.016,0.577,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138651,32820,Wild Turkey,,0,12,12,-9876,-1097,27.52,0.855,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138652,32820,Wild Turkey,,0,12,64,-9876,-15,26.9,1.334,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138653,32820,Wild Turkey,,0,12,12,-9870,-1232,31.674,2.685,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138654,32820,Wild Turkey,,0,12,12,-9869,-1537,26.111,0.722,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138655,32820,Wild Turkey,,0,12,62,-9867,-917,36.258,0.774,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138656,32820,Wild Turkey,,0,12,63,-9953.17,491.623,31.376,1.92737,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138657,32820,Wild Turkey,,0,12,797,-9865,-222,35.965,0.876,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138658,32820,Wild Turkey,,0,12,797,-9864,-190,35.805,5.313,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138660,32820,Wild Turkey,,0,12,798,-9862,-1481,32.855,0.064,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138661,32820,Wild Turkey,,0,12,797,-9861,-124,28.832,2.762,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138662,32820,Wild Turkey,,0,12,797,-9859.72,-226.423,35.9223,0.545298,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138663,32820,Wild Turkey,,0,12,797,-9860,-129,29.292,0.763,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138664,32820,Wild Turkey,,0,12,63,-9860,471.51,36.643,4.627,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138667,32820,Wild Turkey,,0,12,63,-9858,365.972,36.337,1.815,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138668,32820,Wild Turkey,,0,12,62,-9857,-930,37.532,2.233,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138669,32820,Wild Turkey,,0,12,62,-9857,-715,30.994,3.81,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138670,32820,Wild Turkey,,0,12,797,-9857,-135,29.663,6.193,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138671,32820,Wild Turkey,,0,12,60,-9857,671.134,37.354,2.036,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138672,32820,Wild Turkey,,0,12,12,-9856,-1199,32.526,2.099,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138673,32820,Wild Turkey,,0,12,62,-9856,-920,38.461,1.038,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138674,32820,Wild Turkey,,0,12,798,-9855,-1380,40.682,1.781,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138675,32820,Wild Turkey,,0,12,62,-9854,-993,36.544,1.231,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138676,32820,Wild Turkey,,0,12,12,-9853,-1134,27.79,0.14,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138677,32820,Wild Turkey,,0,12,62,-9851,-913,39.336,2.219,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138678,32820,Wild Turkey,,0,12,12,-9850,-593,20.515,4.231,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138679,32820,Wild Turkey,,0,12,60,-9850,644.698,39.705,3.528,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138680,32820,Wild Turkey,,0,12,57,-9804.73,240.662,41.1706,4.86251,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138681,32820,Wild Turkey,,0,12,12,-9848,-1652,22.788,0.41,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138682,32820,Wild Turkey,,0,12,12,-9847,-1585,26.385,2.191,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138683,32820,Wild Turkey,,0,12,62,-9845,-924,40.598,6.244,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138684,32820,Wild Turkey,,0,12,798,-9843,-1486,35.741,4.619,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138685,32820,Wild Turkey,,0,12,12,-9841,-514,28.703,0.697,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138686,32820,Wild Turkey,,0,12,62,-9840,-1050,34.617,4.469,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138687,32820,Wild Turkey,,0,12,62,-9840,-839,38.619,4.48,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138688,32820,Wild Turkey,,0,12,64,-9840,94.95,38.219,3.128,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138689,32820,Wild Turkey,,0,12,62,-9839,-1016,36.34,3.464,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138690,32820,Wild Turkey,,0,12,12,-9836,-1589,27.767,5.994,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138691,32820,Wild Turkey,,0,12,12,-9836,-1503,39.312,5.869,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138692,32820,Wild Turkey,,0,12,12,-9835,-1180,33.735,6.256,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138693,32820,Wild Turkey,,0,12,62,-9835,-1014,36.715,3.416,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138694,32820,Wild Turkey,,0,12,12,-9834,-1641,27.372,0.369,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138695,32820,Wild Turkey,,0,12,57,-9843.61,198.627,22.7217,5.28962,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138696,32820,Wild Turkey,,0,12,798,-9832,-1498,39.74,5.377,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138697,32820,Wild Turkey,,0,12,62,-9831,-919,41.841,3.293,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138698,32820,Wild Turkey,,0,12,12,-9829,-546,26.926,2.84,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138699,32820,Wild Turkey,,0,12,63,-9829,471.386,36.938,0.335,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138700,32820,Wild Turkey,,0,12,60,-9829,562.429,39.357,6.275,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138701,32820,Wild Turkey,,0,12,12,-9826,-1192,35.56,4.098,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138702,32820,Wild Turkey,,0,12,57,-9826,261.761,40.683,1.78,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138703,32820,Wild Turkey,,0,12,57,-9826,285.082,38.577,1.575,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138704,32820,Wild Turkey,,0,12,60,-9826,543.539,36.069,1.571,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138705,32820,Wild Turkey,,0,12,60,-9826,550.792,37.732,4.378,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138706,32820,Wild Turkey,,0,12,12,-9825,-358,54.618,2.712,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138707,32820,Wild Turkey,,0,12,57,-9825,269.418,39.451,3.454,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138708,32820,Wild Turkey,,0,12,57,-9824,81.413,3.073,4.745,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138709,32820,Wild Turkey,,0,12,12,-9823,39.419,32.713,5.261,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138710,32820,Wild Turkey,,0,12,57,-9822,180.986,22.808,0.379,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138711,32820,Wild Turkey,,0,12,12,-9821,-1582,30.796,5.815,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138712,32820,Wild Turkey,,0,12,62,-9821,-760,37.255,3.793,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138713,32820,Wild Turkey,,0,12,12,-9821,-235,37.324,4.182,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138714,32820,Wild Turkey,,0,12,57,-9821,270.262,39.826,3.543,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138715,32820,Wild Turkey,,0,12,12,-9820,-1186,35.621,0.891,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138716,32820,Wild Turkey,,0,12,57,-9806.61,181.334,22.481,0.226278,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138717,32820,Wild Turkey,,0,12,62,-9819,-1014,38.261,2.284,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138718,32820,Wild Turkey,,0,12,57,-9819,271.888,39.745,3.47,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138719,32820,Wild Turkey,,0,12,63,-9819,448.569,36.18,4.211,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138720,32820,Wild Turkey,,0,12,12,-9818,-173,33.968,0.393,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138721,32820,Wild Turkey,,0,12,12,-9818,-77,25.713,3.213,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138722,32820,Wild Turkey,,0,12,63,-9818,470.864,36.726,3.236,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138723,32820,Wild Turkey,,0,12,60,-9818,610.676,41.971,1.021,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138724,32820,Wild Turkey,,0,12,62,-9817,-856,39.261,5.935,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138725,32820,Wild Turkey,,0,12,12,-9817,-291,41.486,3.443,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138726,32820,Wild Turkey,,0,12,12,-9817,-81,26.183,0,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138727,32820,Wild Turkey,,0,12,12,-9817,49.706,34.991,3.594,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138728,32820,Wild Turkey,,0,12,57,-9817,139.933,5.035,4.008,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138729,32820,Wild Turkey,,0,12,63,-9817,415.699,36.716,0,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138730,32820,Wild Turkey,,0,12,12,-9816,-184,36.307,0,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138731,32820,Wild Turkey,,0,12,63,-9816,451.863,36.203,4.279,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138732,32820,Wild Turkey,,0,12,12,-9815,-1161,34.012,4.563,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138733,32820,Wild Turkey,,0,12,62,-9815,-1034,37.253,4.324,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138734,32820,Wild Turkey,,0,12,12,-9815,-120,28.903,6.033,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138735,32820,Wild Turkey,,0,12,62,-9813,-1023,37.602,1.692,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138736,32820,Wild Turkey,,0,12,62,-9812,-1007,39.106,6.136,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
138737,32820,Wild Turkey,,0,12,12,-9809,-8,27.107,2.378,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
