"position_x;""position_y"";""position_z"";""orientation"";""map"";""name""",,,
"-1703,84;""1419","06"";""21","6703"";""0","719589"";""0"";""GilneasCity"""
"-1496,84;""1617","89"";""20","4854"";""0","817762"";""0"";""RuinsOfGilneas"""
"-926,41;""1639","02"";""68","4227"";""1","44215"";""0"";""ForsakenForwardCommand"""
"-4202,26;""6346","8"";""9","7129"";""3","25583"";""974"";""DarkmoonFaire"""
"-3493,13;""-4912","95"";""77","1887"";""0","522433"";""0"";""TwilightHighlands"""
"-3026,46;""-4013","16"";""279","076"";""4","6929"";""0"";""VermillionRedoubt"""
"-3374,71;""-4463","59"";""170","216"";""6","17773"";""0"";""GlopgutsHollow"""
"-3687,72;""-5304","55"";""36","1321"";""5","42767"";""0"";""Bloodgulch"""
"-2748,68;""-6359","73"";""199","013"";""3","34637"";""0"";""TheKrazzworks"""
"-4024,3;""-6380","98"";""37","2517"";""6","24448"";""0"";""DragonmawPort"""
"-4836,46;""-4833","4"";""196","088"";""4","56373"";""0"";""Crushblow"""
"-628,98;""-1048","63"";""63","7107"";""5","91068"";""0"";""EastpointTower"""
"-581,828;""422","095"";""79","4355"";""1","59099"";""0"";""SouthpointGate"""
"-6903,39;""-3511","24"";""242","086"";""5","3766"";""0"";""BloodwatcherPoint"""
"-6744,2;""-2542","31"";""241","88"";""4","37523"";""0"";""NewKargath"""
"-8093,77;""-1013","15"";""132","81"";""4","74436"";""0"";""FlamestarPost"""
"-7926,49;""-1922","52"";""132","845"";""1","18258"";""0"";""Chiselgrip"""
"-12118,3;""-841","394"";""45","1837"";""5","02317"";""0"";""Bambala"""
"-13296,7;""735","068"";""3","51823"";""3","9236"";""0"";""HardwrenchHideaway"""
"-12346;""-3019","36"";""88","2151"";""5","63504"";""0"";""SunveilExcursion"""
"-10679,1;""1049","4"";""23","3868"";""0","157086"";""1"";""SchnottzsLanding"""
"-9448,21;""-962","083"";""111","012"";""2","93346"";""1"";""Ramkahen"""
"-9469,56;""-2467","28"";""17","0011"";""2","11647"";""1"";""DawnriseExpedition"""
"-7551,99;""-1560","2"";""-270","296"";""2","27137"";""1"";""MarshalsStand"""
"-4293,64;""-922","479"";""80","3139"";""5","39944"";""1"";""WestreachSummit"""
"-6119,92;""-3879","47"";""6","17747"";""2","01436"";""1"";""Fizzle&PozziksSpeedbarge"""
"-4602,94;""1823","88"";""88","6075"";""4","13181"";""1"";""StonemaulHold"""
"-3090,93;""2564","16"";""50","1792"";""4","08862"";""1"";""CampAtaya"""
"-414,606;""2226","48"";""91","6884"";""5","12392"";""1"";""FuriensPost"""
"-1146,63;""1659","83"";""62","641"";""3","67485"";""1"";""CenarionWildlands"""
"-3243,52;""-1737","5"";""92","0702"";""1","51794"";""1"";""DesolationHold"""
"-2133,74;""-1737","11"";""95","0385"";""0","143498"";""1"";""VendettaPoint"""
"-811,892;""-1557","49"";""140","893"";""0","398748"";""1"";""HuntersHill"""
"60,5981;""-2708","93"";""91","6855"";""1","33239"";""1"";""NorthernBarrens"""
"1138,75;""-3400","13"";""91","7627"";""0","645341"";""1"";""NozzlepotsOutpost"""
"898,339;""12","318"";""92","7756"";""0","668837"";""1"";""KromgarFortress"""
"1733,68;""790","458"";""130","74"";""3","49729"";""1"";""TheSludgewerks"""
"2142,58;""1281","18"";""452","122"";""0","91333"";""1"";""CliffwalkerPost"""
"2993,48;""-490","334"";""198","628"";""2","64353"";""1"";""HellscreamsWatch"""
"4731,59;""-881","593"";""342","757"";""1","06101"";""1"";""WildheartPoint"""
"6042,5;""-838","868"";""412","509"";""0","03214"";""1"";""WhisperwindGrove"""
"6890,44;""-1597","8"";""500","325"";""6","15432"";""1"";""IrontreeClearing"""
"5580,16;""-3608","15"";""1570","6"";""5","78912"";""1"";""Nordrassil"""
"5075,76;""-3201","27"";""1889","44"";""1","41445"";""1"";""MountHyjal"""
"4986,75;""-2669","72"";""1425","98"";""1","116"";""1"";""ShrineOfAviana"""
"5111,4;""-1767","61"";""1333","27"";""5","94619"";""1"";""GroveOfAessina"""
"4443,45;""-2039","02"";""1211","09"";""5","08618"";""1"";""SanctuaryOfMalorne"""
"4097,25;""-3983","19"";""970","389"";""3","80205"";""1"";""GatesOfSothann"""
"3528,16;""-6554","95"";""40","7513"";""4","08435"";""1"";""BilgewaterHarbor"""
"2647,67;""-6200","57"";""99","1108"";""5","34884"";""1"";""SouthernRocketway"""
"-6985,64;""-1055","36"";""-266","292"";""0","0973038"";""1"";""MossyPile"""
"-8342,68;""795","983"";""151","57"";""5","97209"";""1"";""OasisOfVirsar"""
"-3141,28;""-2280","31"";""93","1071"";""4","34236"";""1"";""FortTriumph"""
"276,744;""-325","368"";""92","5341"";""0","722958"";""1"";""NorthwatchExpeditionBaseCamp"""
"1210,52;""435","034"";""77","2938"";""3","20874"";""1"";""WindshearHold"""
"1371,22;""1039","32"";""165","145"";""4","22583"";""1"";""MirkfallonPost"""
"1047,4;""1970","7"";""127","061"";""2","33302"";""1"";""FarwatchersGlen"""
"2112,79;""1598","04"";""341","271"";""6","11471"";""1"";""ThaldarahOverlook"""
"3883,11;""642","907"";""10","4574"";""2","9692"";""1"";""BlackfathomCamp"""
"1925,46;""-344","28"";""118","114"";""2","68645"";""1"";""StardustSpire"""
"-8390,34;""1342","36"";""101","991"";""1","2849"";""648"";""Kezan"""
"-6785,14;""4202","74"";""-480","919"";""0","218087"";""0"";""LegionsRest"""
"-6114,43;""4287","74"";""-349","123"";""2","00952"";""0"";""SilverTideHollow"""
"-5627,77;""3743","81"";""2","39179"";""3","48214"";""0"";""ShimmeringExpanse"""
"-4570,29;""3478","06"";""-101","809"";""5","62628"";""0"";""SmugglersScar"""
"-4985,18;""3550","5"";""-128","72"";""1","28695"";""0"";""KelptharForest"""
"-6601,58;""6029","2"";""-673","447"";""3","79629"";""0"";""TenebrousCavern"""
"-5990,31;""6141","37"";""-803","235"";""2","70851"";""0"";""AbyssalDepth"""
"915,004;""503","842"";""-49","23"";""0","196921"";""646"";""Deepholm"""
"851,307;""1067","76"";""-10","0183"";""4","50656"";""730"";""TheMaelstrom"""
"-537,502;""314","923"";""115","499"";""5","96777"";""720"";""Firelands"""
"8515,63;""714","174"";""558","248"";""1","57298"";""571"";""TrialOfTheCrusader"""
"8588,42;""791","888"";""558","236"";""3","23819"";""571"";""TrialOfTheChampion"""
"-7570,92;""-1326","44"";""245","537"";""4","82715"";""0"";""BlackrockCaverns"""
"-62,9117;""-884","924"";""20","2665"";""0","790889"";""1116"";""Draenor"""
"-10,7263;""-11","6916"";""132","447"";""4","99356"";""1116"";""DraenorShadowmoonValley"""
"1868,25;""543","887"";""36","8879"";""0","822293"";""1116"";""DraenorTheCursedWoods"""
"792,977;""-661","44"";""-34","4487"";""5","79858"";""1116"";""DraenorEmbaariVillage"""
"6277,09;""4661","2"";""164","159"";""5","27711"";""1116"";""DraenorFrostfireRidge"""
"6035,97;""2747","9"";""204","467"";""4","29143"";""1116"";""DraenorThunderPass"""
"7201,84;""6143","85"";""118","187"";""5","21116"";""1116"";""DraenorCircleOfBlood"""
"2434,15;""2375","28"";""126","584"";""5","44828"";""1116"";""DraenorTalrador"""
"2892,45;""3496","2"";""60","264"";""4","00866"";""1116"";""DraenorShattrath"""
"1904,64;""2748","87"";""133","659"";""2","65699"";""1116"";""DraenorAuchindoun"""
"3046,93;""2259","74"";""119","867"";""3","41882"";""1116"";""DraenorTuurem"""
"3250,92;""1007","09"";""39","5669"";""5","54724"";""1116"";""DraenorTangarra"""
"3205,78;""832","338"";""81","9089"";""4","51366"";""1116"";""DraenorKhadagarsTower"""
"3444,42;""3122","29"";""20","4026"";""0","00939501"";""1116"";""DraenorShatariAnchorage"""
"-587,879;""1080","18"";""32","3069"";""1","02256"";""1116"";""DraenorSpiresOfArak"""
"261,102;""1306","36"";""0","370201"";""2","31847"";""1116"";""DraenorHarvestingPits"""
"-2117,71;""1255","85"";""14","1154"";""3","08267"";""1116"";""DraenorPinchwhistlePoint"""
"-1243,2;""1948","67"";""22","5656"";""3","22797"";""1116"";""DraenorBloodmanePridelands"""
"-166,49;""1862","79"";""34","1361"";""3","52249"";""1116"";""DraenorShadowGlade"""
"596,594;""2410","67"";""196","983"";""3","76597"";""1116"";""DraenorTerrokarPass"""
"3324,23;""4759","55"";""124","411"";""1","3061"";""1116"";""DraenorNagrand"""
"2000,47;""5057","39"";""193","49"";""3","05203"";""1116"";""DraenorGatesOfGrommash"""
"2693,53;""6341","21"";""48","8304"";""3","60574"";""1116"";""DraenorSpiritWoods"""
"3659,56;""7226","28"";""10","4416"";""2","00588"";""1116"";""DraenorHighmaul"""
"6803,53;""1219","95"";""69","6852"";""5","61794"";""1116"";""DraenorGorgrond"""
"7242,45;""902","165"";""76","8599"";""1","38465"";""1116"";""DraenorSteamburstCauldron"""
"6847,86;""418","138"";""79","4367"";""3","69765"";""1116"";""DraenorEverbloomWilds"""
"6126,31;""528","017"";""16","2278"";""5","23311"";""1116"";""DraenorCrimsonFen"""
"5536,02;""1189","81"";""93","15"";""5","79781"";""1116"";""DraenorRazorbloom"""
"5406,03;""1922","05"";""171","85"";""5","24411"";""1116"";""DraenorGorgrondPass"""
"3549;""-2126","4"";""17","7437"";""0","287412"";""1116"";""DraenorBarrierSea"""
"251,711;""1424","71"";""444","638"";""4","41881"";""870"";""Pandaria"""
"907,901;""336","61"";""506","095"";""3","92009"";""870"";""ShrineOfSevenStars"""
"1549,89;""920","995"";""473","622"";""3","42922"";""870"";""ShrineOfTwoMoons"""
"-536,012;""2386","36"";""237","879"";""0","637136"";""870"";""SerpentsSpine"""
"-1554,91;""1039","57"";""15","4541"";""3","04517"";""870"";""TempleOfTheRedCrane"""
"-1035,26;""-56","1368"";""21","0366"";""1","3487"";""870"";""DojaniRiver"""
"1679,63;""1366","97"";""453","591"";""3","12056"";""870"";""TheGoldenStair"""
"1267;""572","682"";""405","535"";""5","44769"";""870"";""MogushanPalace"""
"2365,02;""-1759","82"";""375","256"";""3","78028"";""870"";""TheJadeForest"""
"3644,58;""556","135"";""626","341"";""2","99016"";""870"";""TempleOfTheWhiteTiger"""
"2822,38;""1768","44"";""647","643"";""1","91496"";""870"";""TheBurlapTrail"""
"5525,29;""4654","03"";""-2","47721"";""3","1433"";""1098"";""RadenRoom"""
"5710,84;""4094","3"";""156","463"";""3","88393"";""1098"";""LeiShen"""
"2274,83;""4639","1"";""155","072"";""1","91183"";""870"";""NiuzaoTemple"""
"2526,93;""3849","34"";""279","058"";""2","24641"";""870"";""KriVess"""
"2257,71;""3398","02"";""298","568"";""1","07302"";""870"";""TownlongSteppes"""
"789,24;""3451","31"";""217","709"";""3","75123"";""870"";""DreadWastes"""
"203,245;""3926","39"";""222","24"";""1","7893"";""870"";""HearthOfFear"""
"-458,889;""1530","74"";""258","509"";""4","39761"";""870"";""ValleyOfTheFourWinds"""
"-460,761;""475","407"";""165","089"";""2","97515"";""870"";""PlainOfThieves"""
"-828,835;""4371","91"";""738","636"";""1","88158"";""1220"";""DalaranCity"""
"1182,7;""3282","56"";""69","99"";""0","08"";""1481"";""Mardum"""
"-218,95;""5600","9"";""61","1105"";""3","32418"";""1220"";""Azsuna"""
"2795,81;""7279","47"";""21","6704"";""4","75753"";""1220"";""Val'Sharah"""
"4492,69;""4836","35"";""661","706"";""1","37009"";""1220"";""Highmountain"""
"3854,78;""2020","04"";""242","638"";""3","2904"";""1220"";""Stormheim"""
"1708,83;""4637","75"";""124","004"";""5","25153"";""1220"";""Suramar"""
"-1306,66;""1741","4"";""7","32331"";""0","0914592"";""1220"";""BrokenShore"""
"-3400;""4827","46"";""27","829"";""3","56"";""1220"";""EyeAzshara"""
"-849,908;""4461","17"";""735","661"";""4","04535"";""1220"";""dalaranlegion"""
"-4,08434;""-0","304884"";""5","89795"";""5","97489"";""1265"";""perdu1"""
"4067,27;""-2387","29"";""94","7891"";""1","55312"";""1265"";""pasperdu1"""
"-2969,05;""8761","87"";""-133","601"";""2","29119"";""1669"";""etendues_anto"""
"2866,45;""-4567","44"";""291","949"";""0","0926814"";""1712"";""LegionAntorustheBurningThroneSeatofthePantheon"""
"3094,91;""1062","63"";""242","58"";""4","91188"";""1107"";""HallWarlock"""
"1561,02;""1399","94"";""237","108"";""1","69284"";""1519"";""HallDemon"""
"1126,24;""1069","48"";""3","55888"";""6","11568"";""1469"";""HallShaman"""
"4113,75;""7459","81"";""48","2315"";""0","907679"";""1220"";""HallDruid"""
"4529,88;""5246","98"";""862","193"";""3","05573"";""1220"";""HallHunter"""
"2373,48;""-5356","95"";""52","5833"";""2","45032"";""0"";""HallPaladin"""
"-927,239;""4501","06"";""700","75"";""3","98971"";""1220"";""HallRogue"""
"-1502,45;""1060","68"";""260","416"";""4","14701"";""1220"";""HallDK"""
"1028,47;""7225","17"";""100","181"";""1","53734"";""1479"";""HallWarrior"""
"885,306;""3605","37"";""192","23"";""6","26366"";""1514"";""HallMonk"""
"-844;""4759"";""918"";""0","586009"";""1513"";""HallMage""",,
"3811,66;""6344","61"";""185","366"";""0","900254"";""1220"";""darkheart"""
"458,823;""1449","61"";""757","573"";""0","466425"";""1860"";""LightforgeSpawn"""
"3476,55;""7644","04"";""-9","69075"";""3","32378"";""1501"";""brh"""
"-3914,34;""4540","62"";""86","5838"";""5","77318"";""1456"";""eoa"""
"3801,21;""529","078"";""603","332"";""3","13103"";""1477"";""hov"""
"288,381;""3352","23"";""145","444"";""2","35153"";""1220"";""NightborneSpawn"""
"3498,26;""4806","19"";""590","072"";""3","09508"";""1516"";""arcway"""
"2121;""3318"";""54","7061"";""0","0872665"";""1865"";""VoidElfSpawn""",
"3247,98;""1828","7"";""236","767"";""3","17381"";""1466"";""dht"""
"-477,316;""576","838"";""220","353"";""3","15488"";""1642"";""zuldazar"""
"-1580,37;""-1198","01"";""1","72586"";""3","93243"";""1642"";""talanjisrebuke"""
"-836,323;""-1176","19"";""0","831255"";""0","995824"";""1642"";""atalgral"""
"465,986;""-803","327"";""21","1768"";""1","43801"";""1642"";""zebahari"""
"370,382;""83","4939"";""236","697"";""0","323534"";""1642"";""nesingwarystrek"""
"-251,441;""188","628"";""220","887"";""0","260704"";""1642"";""talgurub"""
"-1064,7;""804","266"";""500","265"";""6","27136"";""1642"";""dazaralor"""
"-2597,48;""2051","26"";""40","2295"";""3","11879"";""1642"";""xibala"""
"-805,1;""1962","61"";""720","338"";""2","10169"";""1642"";""ataldazar"""
"45,5614;""1820","03"";""354","431"";""4","33223"";""1642"";""gardenoftheloa"""
"770,899;""1378","48"";""19","5498"";""6","25409"";""1642"";""zuljanruins"""
"1742,18;""2241","74"";""71","1635"";""3","8924"";""1642"";""shoaljaitarpits"""
"1620,67;""1369","17"";""20","9743"";""3","16905"";""1642"";""terraceofsorrow"""
"1396,03;""721","395"";""-3","03718"";""0","991132"";""1642"";""heartofdarkness"""
"1396,03;""721","395"";""-3","03718"";""0","991132"";""1642"";""nazmir"""
"1623,26;""-772","918"";""3","03343"";""1","73726"";""1642"";""kragwasburrow"""
"2454,33;""-321","23"";""58","3264"";""2","36165"";""1642"";""nazwatha"""
"2590,94;""477","193"";""7","83524"";""5","48754"";""1642"";""torgasrest"""
"2570,42;""1367","4"";""19","7588"";""3","16277"";""1642"";""thenecropolis"""
"3360,42;""2492","46"";""43","0992"";""5","45221"";""1642"";""tortakarefuge"""
"3161,08;""3151","26"";""121","588"";""3","15884"";""1642"";""slitheringgulch"""
"2062,77;""2835","96"";""50","0255"";""4","93385"";""1642"";""vulperahideaway"""
"2839,28;""4186","72"";""9","82509"";""4","71394"";""1642"";""shatterstoneharbor"""
"1950,08;""4774","83"";""94","2362"";""4","70609"";""1642"";""terraceofthedevoted"""
"630,24;""4398","85"";""10","4407"";""5","47578"";""1642"";""zemlan"""
"630,24;""4398","85"";""10","4407"";""5","47578"";""1642"";""portofzemlan"""
"248,175;""3065","86"";""190","847"";""3","13764"";""1642"";""templeofakunda"""
"1401,12;""3454","52"";""304","343"";""6","13001"";""1642"";""atulaman"""
"1401,12;""3454","52"";""304","343"";""6","13001"";""1642"";""voldun"""
"4155,56;""-1102","78"";""158","203"";""4","84216"";""1643"";""shrineofthestorm"""
"3913,98;""484","44"";""116","258"";""2","9415"";""1643"";""warfanghold"""
"3627,15;""-123","231"";""103","417"";""0","196533"";""1643"";""sagehold"""
"2944,04;""-552","242"";""35","3453"";""0","235803"";""1643"";""marinersstrand"""
"2507,29;""-19","854"";""54","8577"";""0","0669484"";""1643"";""stormsongvalley"""
"2507,29;""-19","854"";""54","8577"";""0","0669484"";""1643"";""brennadam"""
"2382,24;""810","858"";""187","912"";""0","0905123"";""1643"";""briarbackkraul"""
"2992,3;""913","202"";""14","6972"";""4","13925"";""1643"";""deadwash"""
"3320;""1436","64"";""42","8554"";""6","27945"";""1643"";""fortdaelin"""
"151,653;""1631","31"";""1","86995"";""0","0787301"";""1643"";""carversharbor"""
"-76,5705;""2142","74"";""46","0968"";""4","77541"";""1643"";""fallhaven"""
"-633,812;""1886","54"";""108","488"";""3","11272"";""1643"";""barrowknollcemetery"""
"-907,231;""901","773"";""137","704"";""3","6947"";""1643"";""vigilhill"""
"-1037,11;""1288","53"";""6","45362"";""0","490275"";""1643"";""fletchershollow"""
"-1393,93;""1869","16"";""165","127"";""5","93701"";""1643"";""golkoval"""
"781,619;""3372","67"";""232","653"";""3","04754"";""1643"";""waycrestmanor"""
"732,936;""3951","12"";""103","689"";""3","51487"";""1643"";""whitegrovechapel"""
"235,226;""3639","17"";""144","125"";""5","61188"";""1643"";""corlain"""
"-894,82;""3894","99"";""46","6605"";""5","79488"";""1643"";""crimsonforest"""
"-1506,48;""3738","69"";""5","19285"";""0","893987"";""1643"";""falconhurst"""
"-634,31;""3140","37"";""323","537"";""4","7982"";""1643"";""aromsstand"""
"-634,31;""3140","37"";""323","537"";""4","7982"";""1643"";""drustvar"""
"1628,21;""1979","77"";""287","126"";""4","03716"";""1643"";""waningglacier"""
"843,727;""1889","46"";""1","80116"";""1","48775"";""1643"";""anglepointwharf"""
"15,809;""-2630","14"";""21","7049"";""5","35348"";""1643"";""toldagor"""
"-1867,57;""-630","503"";""69","235"";""6","2724"";""1643"";""freehold"""
"-900,847;""-644","461"";""117","909"";""5","69906"";""1643"";""kenningslodge"""
"-78,5352;""-1045","81"";""81","1101"";""1","54351"";""1643"";""bridgeport"""
"1117,42;""-616","504"";""28","6896"";""1","60791"";""1643"";""tradewindsmarket"""
"1194,16;""14","101"";""31","8158"";""6","08705"";""1643"";""hatherford"""
"803,021;""1055","27"";""82","9621"";""0","758124"";""1643"";""norwingtonestate"""
"803,021;""1055","27"";""82","9621"";""0","758124"";""1643"";""tiragardesoundnorth"""
"-604,097;""-346","101"";""158","319"";""6","20878"";""1643"";""tiragardesoundsouth"""
"744,752;""-279","092"";""51","4723"";""5","03383"";""1643"";""boralus"""
"-8767,99;""1106","82"";""1","04149"";""1","63164"";""0"";""ShalyraMinette"""
"625,044;""1253","41"";""99","8346"";""6","27532"";""1841"";""theunderrot"""
"-848,182;""2073","24"";""725","145"";""1","51788"";""1763"";""ataldazardungeon"""
"-1583,32;""-1005","08"";""73","8218"";""2","46825"";""1754"";""freeholddungeon"""
"4167,2;""-1238","53"";""186","894"";""4","73095"";""1864"";""shrineofthestormdungeon"""
"-334,493;""-276","944"";""1120","84"";""2","29109"";""1861"";""uldir_raid"""
"3169,07;""3151","21"";""121","542"";""6","28316"";""1642"";""templeofsethraliss"""
"86,4305;""-2928","49"";""1","71303"";""1","32861"";""1771"";""toldagordungeon"""
"-624,06;""-259","431"";""236","03"";""0","008595"";""1862"";""waycrestmanordungeon"""
"-830,603;""1997","44"";""725","798"";""1","92727"";""1642"";""atal'dazar"""
"-4156,71;""652","065"";""16","9198"";""5","70575"";""1779"";""ValInvasionPoint"""
"746,316;""727","731"";""41","1304"";""3","67524"";""1779"";""CengarInvasionPoint"""
"-4027,05;""-4973","6"";""129","74"";""1","55695"";""1779"";""AurinorInvasionPoint"""
"-3791,71;""-8176","95"";""10","3828"";""0","967909"";""1779"";""BonichInvasionPoint"""
"-1762,29;""-1423","41"";""27","4184"";""4","59284"";""1779"";""NaigtalInvasionPoint"""
"-1405,48;""900","486"";""89","5214"";""3","31297"";""1779"";""SanguaInvasionPoint"""
"-1398,37;""8368","6"";""90","9304"";""2","95033"";""1779"";""SotanathorInvasionPoint"""
"-9893,78;""-4994","14"";""128","925"";""0","94049"";""1779"";""PitLorVilemusInvasionPoint"""
"4478,41;""6588","98"";""41","9538"";""3","08555"";""1779"";""MatronFolnunaInvasionPoint"""
"5702,83;""-1427","24"";""25","7616"";""4","14519"";""1779"";""InquisitorMetoInvasionPoint"""
"-10027,7;""2789","32"";""18","6551"";""5","46075"";""1779"";""OccularusInvasionPoint"""
"5276,58;""-9767","49"";""9","80694"";""1","15248"";""1779"";""MistressAlluradelInvasionPoint"""
"3098,12;""4947","04"";""28","0082"";""2","47379"";""1643"";""mechagon"""
"166,361;""-476","148"";""-29","146"";""6","267"";""1718"";""Nazjatar"""
"-17,143;""-49","451"";""-251","088"";""3","11"";""2217"";""Nyalotha"""
"4067,27;""-2387","29"";""94","7891"";""1","55312"";""1265"";""TheDarkPortalWoDIntro"""
"1561,02;""1399","94"";""237","108"";""1","69284"";""1519"";""HallDemon"""
"1126,24;""1069","48"";""3","55888"";""6","11568"";""1469"";""HallShaman"""
"4113,75;""7459","81"";""48","2315"";""0","90767"";""1220"";""HallDruid"""
"4529,88;""5246","98"";""862","193"";""3","05573"";""1220"";""HallHunter"""
"2373,48;""-5356","95"";""52","5833"";""2","45032"";""0"";""HallPaladin"""
"-927,239;""4501","06"";""700","75"";""3","98971"";""1220"";""HallRogue"""
"-1502,45;""1060","68"";""260","416"";""4","14701"";""1220"";""HallDK"""
"1028,47;""7225","17"";""100","181"";""1","53734"";""1479"";""HallWarrior"""
"885,306;""3605","37"";""192","23"";""6","26366"";""1514"";""HallMonk"""
"-844;""4759"";""918"";""0","586"";""1513"";""HallMage""",,
"3811,66;""6344","61"";""185","366"";""0","90025"";""1220"";""Darkheart"""
"288,381;""3352","23"";""145","444"";""2","35153"";""1220"";""NightborneSpawn"""
"2121;""3318"";""54","7061"";""0","08726"";""1865"";""VoidElfSpawn""",
"458,823;""1449","61"";""757","573"";""0","46642"";""1860"";""LightForgeSpawn"""
"3476,55;""7644","04"";""-9","69075"";""3","32378"";""1501"";""BlackRookHoldDungeon"""
"-3914,34;""4540","62"";""86","5838"";""5","77318"";""1456"";""EyeOfAzsharaDungeon"""
"3801,21;""529","078"";""603","332"";""3","13103"";""1477"";""HallsOfValorDungeon"""
"3498,26;""4806","19"";""590","072"";""3","09508"";""1516"";""TheArcwayDungeon"""
"3247,98;""1828","7"";""236","767"";""3","17381"";""1466"";""DarkheartThicketDungeon"""
"744,752;""-279","092"";""51","4723"";""5","03383"";""1643"";""Boralus"""
"-604,097;""-346","101"";""158","319"";""6","20878"";""1643"";""TiragardeSoundSouth"""
"803,021;""1055","27"";""82","9621"";""0","75812"";""1643"";""TiragardeSoundNorth"""
"803,021;""1055","27"";""82","9621"";""0","75812"";""1643"";""Norwingtonestate"""
"1194,16;""14","101"";""31","8158"";""6","08705"";""1643"";""Hatherford"""
"1117,42;""-616","504"";""28","6896"";""1","60791"";""1643"";""Tradewindsmarket"""
"-78,5352;""-1045","81"";""81","1101"";""1","54351"";""1643"";""Bridgeport"""
"-900,847;""-644","461"";""117","909"";""5","69906"";""1643"";""Kenningslodge"""
"-1867,57;""-630","503"";""69","235"";""6","2724"";""1643"";""Freehold"""
"15,809;""-2630","14"";""21","7049"";""5","35348"";""1643"";""Toldagor"""
"843,727;""1889","46"";""1","80116"";""1","48775"";""1643"";""Anglepointwharf"""
"1628,21;""1979","77"";""287","126"";""4","03716"";""1643"";""Waningglacier"""
"-634,31;""3140","37"";""323","537"";""4","7982"";""1643"";""Drustvar"""
"-634,31;""3140","37"";""323","537"";""4","7982"";""1643"";""AromsStand"""
"-1506,48;""3738","69"";""5","19285"";""0","89398"";""1643"";""FalconHurst"""
"-894,82;""3894","99"";""46","6605"";""5","79488"";""1643"";""CrimsonForest"""
"235,226;""3639","17"";""144","125"";""5","61188"";""1643"";""Corlain"""
"732,936;""3951","12"";""103","689"";""3","51487"";""1643"";""WhiteGroveChapel"""
"781,619;""3372","67"";""232","653"";""3","04754"";""1643"";""WaycrestManor"""
"-1393,93;""1869","16"";""165","127"";""5","93701"";""1643"";""Golkoval"""
"-1037,11;""1288","53"";""6","45362"";""0","49027"";""1643"";""FletchersHollow"""
"-907,231;""901","773"";""137","704"";""3","6947"";""1643"";""Vigilhill"""
"-633,812;""1886","54"";""108","488"";""3","11272"";""1643"";""BarrowknollCemetery"""
"-76,5705;""2142","74"";""46","0968"";""4","77541"";""1643"";""Fallhaven"""
"151,653;""1631","31"";""1","86995"";""0","07873"";""1643"";""CarversHarbor"""
"3320;""1436","64"";""42","8554"";""6","27945"";""1643"";""Fortdaelin"""
"2992,3;""913","202"";""14","6972"";""4","13925"";""1643"";""Deadwash"""
"2382,24;""810","858"";""187","912"";""0","09051"";""1643"";""BriarbackKraul"""
"2507,29;""-19","854"";""54","8577"";""0","06694"";""1643"";""Brennadam"""
"2507,29;""-19","854"";""54","8577"";""0","06694"";""1643"";""StormSongValley"""
"2944,04;""-552","242"";""35","3453"";""0","2358"";""1643"";""MarinersStrand"""
"3627,15;""-123","231"";""103","417"";""0","19653"";""1643"";""SageHold"""
"3913,98;""484","44"";""116","258"";""2","9415"";""1643"";""WarfangHold"""
"4155,56;""-1102","78"";""158","203"";""4","84216"";""1643"";""ShrineOfTheStorm"""
"1401,12;""3454","52"";""304","343"";""6","13001"";""1642"";""Voldun"""
"1401,12;""3454","52"";""304","343"";""6","13001"";""1642"";""Atulaman"""
"248,175;""3065","86"";""190","847"";""3","13764"";""1642"";""TempleOfAkunda"""
"630,24;""4398","85"";""10","4407"";""5","47578"";""1642"";""PortOfZemlan"""
"630,24;""4398","85"";""10","4407"";""5","47578"";""1642"";""Zemlan"""
"1950,08;""4774","83"";""94","2362"";""4","70609"";""1642"";""TerraceOfTheDevoted"""
"2839,28;""4186","72"";""9","82509"";""4","71394"";""1642"";""ShatterStoneHarbor"""
"2062,77;""2835","96"";""50","0255"";""4","93385"";""1642"";""VulperaHideaway"""
"3161,08;""3151","26"";""121","588"";""3","15884"";""1642"";""Slitheringgulch"""
"3360,42;""2492","46"";""43","0992"";""5","45221"";""1642"";""TortakaRefuge"""
"2570,42;""1367","4"";""19","7588"";""3","16277"";""1642"";""TheNecropolis"""
"2590,94;""477","193"";""7","83524"";""5","48754"";""1642"";""TorgasRest"""
"2454,33;""-321","23"";""58","3264"";""2","36165"";""1642"";""Nazwatha"""
"1623,26;""-772","918"";""3","03343"";""1","73726"";""1642"";""KragwasBurrow"""
"1396,03;""721","395"";""-3","0371"";""0","99113"";""1642"";""Nazmir"""
"1396,03;""721","395"";""-3","0371"";""0","99113"";""1642"";""HeartOfDarkness"""
"1620,67;""1369","17"";""20","9743"";""3","16905"";""1642"";""TerraceOfSorrow"""
"1742,18;""2241","74"";""71","1635"";""3","8924"";""1642"";""Shoaljaitarpits"""
"770,899;""1378","48"";""19","5498"";""6","25409"";""1642"";""ZuljanRuins"""
"45,5614;""1820","03"";""354","431"";""4","33223"";""1642"";""GardenOfTheLoa"""
"-805,1;""1962","61"";""720","338"";""2","10169"";""1642"";""Ataldazar"""
"-2597,48;""2051","26"";""40","2295"";""3","11879"";""1642"";""Xibala"""
"-1064,7;""804","266"";""500","265"";""6","27136"";""1642"";""Dazaralor"""
"-251,441;""188","628"";""220","887"";""0","2607"";""1642"";""Talgurub"""
"370,382;""83","4939"";""236","697"";""0","32353"";""1642"";""NesingwaryStrek"""
